slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
plume-testnet-faucet,,!offer:plume-faucet,"[""[Faucet](https://faucet.plume.org)""]",testnet,,,,,,,,,
