slug,provider,offer,actionButtons,toolType,tag,price,planName,planType,description,starred
chainlink-ccip-mainnet,,!offer:chainlink-ccip,"[""[Docs](https://docs.chain.link/ccip/directory/mainnet/chain/ethereum-mainnet-xlayer-1)""]",,,,,,,
