slug,provider,offer,actionButtons,chain,requiresLogin,hasCaptcha,requiredMainnetBalance,price,dripLimitAmount,dripLimitPeriod,additionalNotes,starred,tag
stakely-mainnet-faucet,,!offer:stakely-faucet,"[""[Faucet](https://stakely.io/en/faucet/telos-evm-tlos)""]",mainnet,,,,,,,,,
