slug,provider,offer,actionButtons,chain,technology,monitoringAndAnalytics,additionalFeatures,starred,availableApis,sdk,searchCapabilities,smartContractsVerifications,fullHistory,pricing,tag
worldscan-mainnet,,!offer:etherscan,"[""[Explore](https://worldscan.org/)""]",mainnet,,,,,,,,,,,
